datetime;uc01;uc02;uc03;uc04
06.04.2019 4:00:00;2448,797291599;2309,466775458;2206,497470567;2277,892012842
06.04.2019 5:00:00;2465,423762240;2312,809979134;2132,319949296;2388,877422793
06.04.2019 6:00:00;2688,899732720;2487,666608367;2190,441714516;2462,373644029
06.04.2019 7:00:00;566,011775581;515,808673617;456,356724709;519,288028187
06.04.2019 8:00:00;2995,971243013;2700,779088644;2304,361173953;2805,269188285
06.04.2019 9:00:00;3321,618598582;2943,893680727;2351,286154197;3023,049854008
06.04.2019 10:00:00;3670,902217041;3123,999424407;2373,066812075;3132,160855518
06.04.2019 11:00:00;3981,782131729;3311,520985256;2753,688173193;3289,068050552
06.04.2019 12:00:00;4271,060865035;3623,133145824;2595,005003309;3320,169292719
06.04.2019 13:00:00;4433,713961355;3665,046640340;2705,776743916;3470,784807868
06.04.2019 14:00:00;4688,945215131;3811,012704054;2744,640954871;3727,454962032
06.04.2019 15:00:00;4822,008849806;3899,465540803;3220,704206640;3618,401983048
06.04.2019 16:00:00;4961,310566080;3980,648178800;3066,647471527;3683,788347296
06.04.2019 17:00:00;5127,401290861;4131,275991545;2976,444523161;3662,729255422
06.04.2019 18:00:00;5307,395163623;4356,517797575;3049,603215208;3740,232942484
06.04.2019 19:00:00;5188,347958084;4161,490656632;3355,875355341;3478,443884032
06.04.2019 20:00:00;4740,724142891;3954,293238750;3050,508520375;3252,557112096
06.04.2019 21:00:00;4541,815774789;3735,941848358;3209,292821516;3397,512537138
06.04.2019 22:00:00;4279,870287938;3597,801931927;2870,598100734;3080,713623436
06.04.2019 23:00:00;4045,503804843;3448,220232229;2685,269172232;2828,058366277
07.04.2019 0:00:00;4014,415282294;3328,397114463;2675,460082300;2970,074064756
07.04.2019 1:00:00;3682,241315879;3214,546943518;2808,062860480;2704,050112609
07.04.2019 2:00:00;3290,136917045;2943,688684376;2505,628866146;2454,585332216
07.04.2019 3:00:00;2889,217495375;2606,157170451;2436,050495567;2322,412986502
07.04.2019 4:00:00;2642,793660516;2434,544332457;2394,973470991;2349,220331864
07.04.2019 5:00:00;2646,836348404;2461,469445132;2297,694451861;2437,248735698
07.04.2019 6:00:00;2842,720608729;2579,444101485;2186,454989363;2504,729666468
07.04.2019 7:00:00;2971,404469876;2683,670293554;2294,278374792;2598,446194326
07.04.2019 8:00:00;3179,245455074;2852,626013320;2409,226391656;2914,818175300
07.04.2019 9:00:00;3578,379113003;3039,766548013;2361,383994687;2977,896476998
07.04.2019 10:00:00;3942,766884570;3370,856719559;2666,868165547;3313,709939113
07.04.2019 11:00:00;4251,079913574;3483,702969129;2662,915258504;3272,607839152
07.04.2019 12:00:00;4410,686734071;3665,189619631;2677,243252791;3467,295090040
07.04.2019 13:00:00;4444,849499900;3712,169878879;2932,244261014;3486,207113439
07.04.2019 14:00:00;4772,269366570;3813,018769723;2744,730762327;3887,709973669
07.04.2019 15:00:00;5127,418885528;4219,416739934;2835,294867355;3907,113162519
07.04.2019 16:00:00;5615,689304536;4371,294715488;3432,731719182;4178,873851010
07.04.2019 17:00:00;5786,906005501;4673,733506612;3626,539187575;4099,104414383
07.04.2019 18:00:00;5732,169173885;4499,770078974;3472,188006681;3911,170587389
07.04.2019 19:00:00;5525,560492001;4308,194625986;3683,738704765;3973,354816303
07.04.2019 20:00:00;5338,163611529;4294,619758720;3374,823685337;3587,145307169
07.04.2019 21:00:00;5104,480374291;4063,309607804;3160,695613470;3657,625431771
07.04.2019 22:00:00;4806,756557007;3858,787596363;3254,650370886;3393,405125319
07.04.2019 23:00:00;4390,171390723;3663,177332416;2999,253824353;3192,880844294
08.04.2019 0:00:00;3999,364549796;3338,746017306;2854,836443526;2798,787186018
08.04.2019 1:00:00;3560,150553520;3036,974297096;2639,435214490;2666,958306544
08.04.2019 2:00:00;3170,108863111;2816,939977397;2521,125701403;2422,554180319
08.04.2019 3:00:00;2809,939041327;2561,840655325;2406,000371118;2314,713946495
08.04.2019 4:00:00;2627,897807224;2429,008358999;2298,254149358;2395,590687457
08.04.2019 5:00:00;2662,773942518;2457,309805180;2187,807562733;2403,261377239
08.04.2019 6:00:00;2792,499293889;2519,786621931;2216,152792822;2448,980411796
08.04.2019 7:00:00;2770,127161715;2547,243485252;2221,350728755;2460,836528778
08.04.2019 8:00:00;2825,418049729;2581,706696301;2357,595975053;2559,620153664
08.04.2019 9:00:00;3001,957695466;2693,330221032;2378,336616687;2668,348560337
08.04.2019 10:00:00;3264,908401596;2875,190925128;2342,210600664;2821,710756164
08.04.2019 11:00:00;3497,156746771;3047,043734889;2363,571588454;3409,768464966
08.04.2019 12:00:00;4403,549037432;3727,026595541;2577,688351710;3243,889935091
08.04.2019 13:00:00;4414,409869200;3746,375298000;2983,321928956;3362,002537531
08.04.2019 14:00:00;4742,479700446;3831,486758351;2731,061747319;3839,655276184
08.04.2019 15:00:00;5146,557003382;4196,727371091;3222,312575327;4127,194092555
08.04.2019 16:00:00;5692,070179062;4581,750133783;3255,091311940;4234,615745265
08.04.2019 17:00:00;5938,425834944;4745,745382905;3669,538171674;4190,890762404
08.04.2019 18:00:00;5906,648003248;4609,511895763;3094,272142354;3951,037782744
08.04.2019 19:00:00;5552,330955051;4360,060128782;3531,611272796;3734,450191028
08.04.2019 20:00:00;5132,876359777;4190,560729744;3515,495829814;3585,424094506
08.04.2019 21:00:00;4849,349919481;3895,082197000;3326,375968907;3272,848310311
08.04.2019 22:00:00;4588,940826268;3816,577394100;3167,372302250;3184,176465055
08.04.2019 23:00:00;4282,762049389;3543,986392651;3045,124330986;3149,622294768
09.04.2019 0:00:00;3744,163348973;3167,921826989;2926,604469108;2761,446372207
09.04.2019 1:00:00;3302,195512713;2874,863704453;2643,504781967;2467,199908748
09.04.2019 2:00:00;2853,699606606;2620,904405680;2383,809980012;2325,244327546
09.04.2019 3:00:00;2558,959259369;2383,201989525;2354,555178283;2249,063989183
09.04.2019 4:00:00;2428,457196188;2293,236776537;2174,576896423;2245,405558216
09.04.2019 5:00:00;2479,229913033;2340,930150798;2140,838211500;2354,961518227
09.04.2019 6:00:00;2610,161092703;2404,675401889;2165,185640079;2302,816633763
09.04.2019 7:00:00;2578,696396708;2392,669955690;2263,567035513;2414,660974475
09.04.2019 8:00:00;2709,840624430;2497,248802404;2254,052738546;2477,648785540
09.04.2019 9:00:00;2839,061804519;2591,215460539;2307,269150897;2559,826405054
09.04.2019 10:00:00;3055,397603096;2734,569001206;2326,242440934;2734,320381570
09.04.2019 11:00:00;3232,610341860;2838,034796639;2385,962256970;2720,643787523
09.04.2019 12:00:00;3464,072965545;2979,036551103;2392,108502901;2834,967760214
09.04.2019 13:00:00;3676,693153200;3132,561122506;2508,999939078;3174,857288161
09.04.2019 14:00:00;3958,698832290;3353,388426661;2627,659250563;3419,408575775
09.04.2019 15:00:00;4490,183873375;3638,621402630;2745,597981173;3787,734785952
09.04.2019 16:00:00;5134,426375628;4161,093520587;2876,378516430;3965,155697968
09.04.2019 17:00:00;5367,140906200;4266,924300413;2868,941778526;3818,825267531
09.04.2019 18:00:00;5440,324753009;4355,099640220;3422,324836471;3647,395852846
09.04.2019 19:00:00;5134,198466600;4220,241881475;3212,74067057;3655,029469039
09.04.2019 20:00:00;4711,255355130;3969,221030641;3055,893596342;3458,860569317
09.04.2019 21:00:00;4565,653692204;3744,622360934;2923,255156871;3239,177967008
09.04.2019 22:00:00;4312,486310992;3614,523131701;2875,849297467;3141,579047754
09.04.2019 23:00:00;3999,473882228;3403,165418157;2723,685664534;2897,590099307
10.04.2019 0:00:00;3481,282263049;3057,644189272;2806,948462141;2629,799540140
10.04.2019 1:00:00;3032,350055340;2714,938345557;2440,505938344;2411,204102741
10.04.2019 2:00:00;2672,538888003;2447,008054443;2447,870555988;2082,390979305
10.04.2019 3:00:00;2138,769929698;2097,650254376;2278,064577107;2000
10.04.2019 4:00:00;2000;2000;2056,124803393;2125,405381072
10.04.2019 5:00:00;2227,477335344;2150,971915757;2000;2258,159429336
10.04.2019 6:00:00;2431,565454884;2297,841801662;2078,775934224;2229,667558176
10.04.2019 7:00:00;2414,679985192;2283,371458460;2176,621741446;2299,905018334
10.04.2019 8:00:00;2531,834757603;2381,242855709;2146,764948745;2450,457653631
10.04.2019 9:00:00;2721,032354799;2497,326075652;2180,121878895;2518,552790935
10.04.2019 10:00:00;2943,283027343;2625,514199650;2287,373105893;2667,220150584
10.04.2019 11:00:00;3165,005860480;2795,845472506;2386,381539309;2725,123783821
10.04.2019 12:00:00;3298,221962127;2864,211853626;2364,138704906;2901,207055456
10.04.2019 13:00:00;3496,176527450;3064,890929364;2383,101049979;2999,382363920
10.04.2019 14:00:00;3828,147253700;3218,803043317;2617,776554594;3312,636202230
10.04.2019 15:00:00;4331,420183662;3664,640054014;2587,151122727;3589,011551881
10.04.2019 16:00:00;4844,313816024;3905,372961476;2837,536960926;3663,704506866
10.04.2019 17:00:00;5262,667675991;4156,210399634;2887,634922991;3939,849867400
10.04.2019 18:00:00;5174,336230962;4298,129855717;3128,490679183;3512,009268202
10.04.2019 19:00:00;4765,287871411;3861,913569135;3170,133327998;3326,921136302
10.04.2019 20:00:00;4515,106596724;3765,517446105;2806,806480768;3229,552524342
10.04.2019 21:00:00;4241,954171483;3457,737610253;3049,690350975;3138,291097866
10.04.2019 22:00:00;3958,818178083;3361,261348170;2752,629158412;3012,859094286
10.04.2019 23:00:00;3821,773899257;3240,698943761;2577,847074979;2854,009719344
11.04.2019 0:00:00;3473,072324136;2958,526518402;2713,844361647;2565,912822822
11.04.2019 1:00:00;3031,507844830;2685,901212335;2503,045554168;2337,334009457
11.04.2019 2:00:00;2640,420629331;2421,492374128;2320,866412423;2147,200519342
11.04.2019 3:00:00;2251,622108754;2175,152745945;2256,440840982;2120,007386313
11.04.2019 4:00:00;2222,127781109;2157,463990227;2075,535078904;2187,301229708
11.04.2019 5:00:00;2338,402305532;2229,886025133;2095,068718085;2269,011026765
11.04.2019 6:00:00;2469,575340903;2336,791809628;2127,800603188;2315,569838209
11.04.2019 7:00:00;2506,509380356;2359,983022421;2174,623902016;2381,143187305
11.04.2019 8:00:00;2631,783569859;2429,610453888;2232,744212705;2471,268377194
11.04.2019 9:00:00;2828,021627517;2597,478182861;2262,294364768;2563,295439081
11.04.2019 10:00:00;2968,603185879;2706,840298039;2338,049276480;2646,720049905
11.04.2019 11:00:00;3208,104857773;2827,907206772;2441,315764332;2746,063521556
11.04.2019 12:00:00;3397,511014743;2975,877063573;2460,285346645;2859,322270842
11.04.2019 13:00:00;3431,082309492;2962,463397461;2426,036900962;2856,794954668
11.04.2019 14:00:00;3732,211912280;3155,865983702;2429,637281232;3123,900863234
11.04.2019 15:00:00;4201,814840117;3546,206522659;2522,395694288;3517,576896489
11.04.2019 16:00:00;4651,976570673;3904,629029272;2731,736055156;3795,635624742
11.04.2019 17:00:00;5068,965138626;4099,464049457;2964,196271778;3621,611713722
11.04.2019 18:00:00;5203,895250023;4182,641777200;3129,369472908;3416,314264769
11.04.2019 19:00:00;4864,996137891;3888,667919976;3230,868560094;3409,750742273
11.04.2019 20:00:00;4513,716406573;3750,613656988;3102,621127592;3259,363446405
11.04.2019 21:00:00;4128,474941578;3493,841786208;2773,476502809;3147,952653611
11.04.2019 22:00:00;3885,412623640;3264,561477680;2660,860998660;2871,637066825
11.04.2019 23:00:00;3787,487623709;3156,516793348;2616,750733691;2828,110948456
12.04.2019 0:00:00;3366,234063542;2914,279685023;2706,260713414;2575,191448747
12.04.2019 1:00:00;2972,972046310;2684,508961182;2596,354474407;2341,086089291
12.04.2019 2:00:00;2572,071851090;2416,711346176;2389,203845673;2156,598730285
12.04.2019 3:00:00;2264,557995697;2188,646831049;2254,748954587;2120,833910565
12.04.2019 4:00:00;2228,027153899;2156,464893009;2078,667900570;2170,131108697
12.04.2019 5:00:00;2319,987675287;2225,493531217;2094,688003791;2238,265235535
12.04.2019 6:00:00;2401,047521848;2283,073329959;2101,355472964;2256,993326028
12.04.2019 7:00:00;2494,044714696;2332,515135971;2159,416356105;2336,826309607
12.04.2019 8:00:00;2578,974235445;2378,687238663;2159,284549110;2456,145641594
12.04.2019 9:00:00;2786,007889385;2521,847752774;2194,610201214;2574,134651397
12.04.2019 10:00:00;3025,994028270;2678,357282676;2254,988570684;2673,762356581
12.04.2019 11:00:00;3237,361776618;2870,765569268;2423,028898240;2734,312696292
12.04.2019 12:00:00;3379,012729536;2921,019070902;2384,624164985;2891,715963098
12.04.2019 13:00:00;3614,886903061;3150,312323349;2580,947301307;2907,983615953
12.04.2019 14:00:00;3720,589217684;3190,655232093;2553,524028992;3123,194878106
12.04.2019 15:00:00;4269,935125762;3567,475990483;2594,105660476;3623,190206050
12.04.2019 16:00:00;4816,521812927;3905,408775703;3016,936707176;3574,880251252
12.04.2019 17:00:00;5064,961807387;4159,054593912;3072,466787398;3732,347820543
12.04.2019 18:00:00;4882,221544061;4102,401322450;3083,745842706;3444,928160481
12.04.2019 19:00:00;4493,992225005;3688,212886958;3162,486347423;3262,764876810
12.04.2019 20:00:00;4186,786935127;3445,019670569;3060,654392162;3021,999674428
12.04.2019 21:00:00;3917,027511744;3396,379450113;2726,508433960;3110,442429983
12.04.2019 22:00:00;3762,097897092;3253,074216482;2706,509649443;2883,376064046
12.04.2019 23:00:00;3712,977338621;3156,981477331;2704,217359759;2679,493642679
13.04.2019 0:00:00;3505,516612648;2996,640886987;2735,432749171;2759,247291684
13.04.2019 1:00:00;3392,985160523;2939,313634133;2456,316793816;2558,623816262
13.04.2019 2:00:00;2982,061127953;2654,904646734;2411,745001047;2379,651204022
13.04.2019 3:00:00;2644,725659746;2424,325450491;2375,343885814;2248,579199425
13.04.2019 4:00:00;2444,986787051;2306,548349806;2190,827097825;2261,259831244
13.04.2019 5:00:00;2471,500476115;2314,107897393;2197,731643020;2420,811584326
13.04.2019 6:00:00;2699,033451066;2475,081340746;2202,567695785;2410,086083749
13.04.2019 7:00:00;2808,127145540;2583,503195923;2263,557936767;2568,381357283
13.04.2019 8:00:00;3000,234904047;2708,454691017;2253,874843978;2812,768657661
13.04.2019 9:00:00;3308,702831667;2908,312903502;2415,684320868;2877,162977384
13.04.2019 10:00:00;3682,043636486;3167,347609935;2388,482872064;3129,669114087
13.04.2019 11:00:00;3996,746616907;3388,362321601;2675,868879142;3167,143298966
13.04.2019 12:00:00;4303,343713296;3624,610161101;2807,794956180;3432,450482660
13.04.2019 13:00:00;4418,625687580;3635,698560115;2834,232933688;3610,299415748
13.04.2019 14:00:00;4785,315311478;3882,699314593;3121,478422603;3401,611362514
13.04.2019 15:00:00;4850,679280126;3994,001449141;3054,552185468;3597,462504832
13.04.2019 16:00:00;4857,582592198;4035,268419801;2990,990971756;3906,153506354
13.04.2019 17:00:00;5211,399450327;4262,906701608;2925,773261936;3708,611587651
13.04.2019 18:00:00;5305,369543721;4221,185688957;2891,498223214;3625,957568816
13.04.2019 19:00:00;5143,222493647;4202,682705255;3191,122160315;3409,994700208
13.04.2019 20:00:00;4803,141350236;3964,034064881;2920,356171993;3370,239464727
13.04.2019 21:00:00;4492,072881450;3754,171462168;2877,744527990;3276,892757745
13.04.2019 22:00:00;4304,778727977;3554,415994321;2770,802794422;3130,251176472
13.04.2019 23:00:00;4096,953841988;3472,401120486;2877,516596451;2744,907561303
14.04.2019 0:00:00;4031,664655916;3325,234083085;2708,897069217;2937,710778733
14.04.2019 1:00:00;3727,344115305;3210,569907061;2847,663657355;2787,402721685
14.04.2019 2:00:00;3335,682922086;2946,202934582;2685,821420833;2547,054071969
14.04.2019 3:00:00;2882,737041295;2601,177021393;2412,355896545;2355,840009728
14.04.2019 4:00:00;2653,118415588;2463,631132141;2328,734651110;2332,838201492
14.04.2019 5:00:00;2654,418638224;2446,815473897;2191,403559236;2427,590368055
14.04.2019 6:00:00;2824,307338396;2598,614416051;2218,747607881;2514,329571737
14.04.2019 7:00:00;2966,506816462;2668,162455378;2317,039817382;2621,285578726
14.04.2019 8:00:00;3181,322626168;2851,088926696;2402,099440909;2854,603704916
14.04.2019 9:00:00;3535,373865747;3074,747604040;2513,567769916;3145,536844320
14.04.2019 10:00:00;3974,236692283;3284,747904987;2437,451664822;3201,530626937
14.04.2019 11:00:00;4247,247186393;3572,223250923;2879,208675469;3187,830566298
14.04.2019 12:00:00;4374,969543039;3582,419313933;2754,868538534;3256,554196650
14.04.2019 13:00:00;4400,338064421;3610,480973622;2852,249939894;3560,334720628
14.04.2019 14:00:00;4645,424070649;3828,688498787;2751,343434424;3914,732833126
14.04.2019 15:00:00;5047,280144956;4223,848907281;2775,164699959;4063,261028738
14.04.2019 16:00:00;5599,271402653;4401,098911417;3135,508903989;4162,936925141
14.04.2019 17:00:00;5742,942989087;4544,452921538;3130,543170343;4143,938555321
14.04.2019 18:00:00;5831,262345540;4559,890675224;3256,749169750;3990,596257813
14.04.2019 19:00:00;5431,887324163;4364,903462210;3184,462058485;3906,836203575
14.04.2019 20:00:00;5267,210719101;4333,871464385;3263,691139419;3709,364549146
14.04.2019 21:00:00;4967,867152187;4056,807220283;3309,178682943;3373,912191686
14.04.2019 22:00:00;4754,826636700;3902,602436587;2904,599145121;3460,851656394
14.04.2019 23:00:00;4466,087354125;3697,347223534;2806,539966147;3104,465774207
15.04.2019 0:00:00;3961,774917925;3384,459917008;2896,200942189;2831,216784612
15.04.2019 1:00:00;3495,518912241;3029,852924584;2559,304898429;2613,163421998
15.04.2019 2:00:00;3157,964988740;2815,721955019;2685,765211224;2446,838240820
15.04.2019 3:00:00;2793,857101894;2524,230269319;2410,419897926;2307,439419483
15.04.2019 4:00:00;2604,287182894;2429,878713436;2314,799249997;2345,944714923
15.04.2019 5:00:00;2683,512463245;2466,026394799;2206,163504065;2415,124580924
15.04.2019 6:00:00;2768,058492753;2550,993252410;2209,911192130;2413,235759829
15.04.2019 7:00:00;2787,736892260;2538,977027441;2270,911666130;2444,952931755
15.04.2019 8:00:00;2853,614548939;2585,414890505;2309,584697576;2614,063879515
15.04.2019 9:00:00;2999,920529694;2679,025572284;2367,480102198;2657,489063273
15.04.2019 10:00:00;3257,531347267;2830,404057355;2312,442264808;2876,236006687
15.04.2019 11:00:00;3456,219274890;2997,879966891;2494,607483313;3269,033369306
15.04.2019 12:00:00;4414,419781165;3638,623687973;2441,669540862;3502,874909724
15.04.2019 13:00:00;4434,504405648;3712,277073436;2908,447796665;3431,331964670
15.04.2019 14:00:00;4713,913867173;3917,826978112;2914,546870287;3848,537457337
15.04.2019 15:00:00;5241,477893731;4242,235684569;3170,150526036;4160,093279125
15.04.2019 16:00:00;5668,567754995;4509,513884547;3089,361357184;4223,206759087
15.04.2019 17:00:00;5946,931363158;4764,653266870;3201,821756872;4123,378458119
15.04.2019 18:00:00;5769,979672105;4597,314387281;3240,345520931;3921,010166078
15.04.2019 19:00:00;5430,113370296;4524,427783687;3374,424561851;3721,997020309
15.04.2019 20:00:00;5085,277472988;4093,588265892;3402,697331418;3592,645433869
15.04.2019 21:00:00;4746,172456959;3883,798343570;3412,094740204;3577,604597161
15.04.2019 22:00:00;4616,170415063;3764,949641703;2969,584304118;3301,319410180
15.04.2019 23:00:00;4334,514124932;3560,585146398;3093,288248284;2987,904979991
16.04.2019 0:00:00;3725,127824747;3192,820269180;2611,248004453;2716,608232348
16.04.2019 1:00:00;3341,472390594;2898,674810910;2684,276235719;2496,723887383
16.04.2019 2:00:00;2867,009932702;2593,050113001;2559,314698014;2320,945209120
16.04.2019 3:00:00;2554,432936118;2390,142296352;2346,344937021;2235,527264119
16.04.2019 4:00:00;2434,273404804;2300,977921503;2231,972114158;2251,676234915
16.04.2019 5:00:00;2491,710684920;2336,349263872;2149,910327173;2320,403019411
16.04.2019 6:00:00;2610,187552690;2416,563204079;2199,674873574;2284,647496417
16.04.2019 7:00:00;2577,983394917;2387,024352251;2212,607995788;2414,360542751
16.04.2019 8:00:00;2704,801999084;2506,387502243;2174,877222858;2474,551471965
16.04.2019 9:00:00;2844,336218928;2607,913236637;2317,241710339;2623,170432581
16.04.2019 10:00:00;3064,609945171;2726,238175842;2293,045161728;2628,629090827
16.04.2019 11:00:00;3235,987749454;2900,238243965;2454,874633979;2730,759661768
16.04.2019 12:00:00;3407,685221524;2978,401704229;2456,480667412;2845,420769190
16.04.2019 13:00:00;3674,309788399;3173,777405990;2450,379353988;3187,135722951
16.04.2019 14:00:00;3988,256549965;3325,571491354;2578,498453792;3452,484152930
16.04.2019 15:00:00;4475,328272029;3705,881024791;2799,820164453;3834,726580490
16.04.2019 16:00:00;5096,051963300;4055,490493561;3001,747462789;4079,635673895
16.04.2019 17:00:00;5447,693694097;4340,024701568;2995,527978541;3920,311761216
16.04.2019 18:00:00;5422,723366617;4248,703797468;3097,810315757;3804,911066883
16.04.2019 19:00:00;5123,684095066;4046,679861958;3050,476304309;3400,610697728
16.04.2019 20:00:00;4771,959563205;3865,490701861;3320,997628526;3395,766560705
16.04.2019 21:00:00;4455,749041703;3718,340005773;3232,544625305;3329,244126143
16.04.2019 22:00:00;4262,363035764;3603,940130174;3160,074076492;3204,228149267
16.04.2019 23:00:00;4023,508304507;3373,260964231;2834,518760184;2996,953995313
17.04.2019 0:00:00;3506,223789680;2999,344475096;2606,637650230;2539,558203937
17.04.2019 1:00:00;3035,909071485;2718,042651047;2603,810815176;2390,766879627
17.04.2019 2:00:00;2686,295290461;2473,582448209;2285,819524366;2071,395355442
17.04.2019 3:00:00;2136,986168941;2094,807164997;2240,950184141;2000
17.04.2019 4:00:00;2000;2000;2049,916541877;2135,671456860
17.04.2019 5:00:00;2221,993878524;2151,093372603;2000;2238,038677962
17.04.2019 6:00:00;2420,193817869;2280,715590817;2079,102717349;2211,858819389
17.04.2019 7:00:00;2410,600683492;2291,428369202;2157,268229596;2261,808506651
17.04.2019 8:00:00;2533,252909060;2356,862756626;2192,537736887;2378,392293223
17.04.2019 9:00:00;2747,617660827;2495,650098471;2234,564410359;2488,347640252
17.04.2019 10:00:00;2938,068582645;2669,065573905;2221,227762313;2684,684485096
17.04.2019 11:00:00;3159,078241657;2798,017907274;2386,019402766;2773,757323147
17.04.2019 12:00:00;3271,068445900;2877,542779082;2330,176930821;2822,221283911
17.04.2019 13:00:00;3515,127393763;3070,491248662;2363,367442378;3052,621688157
17.04.2019 14:00:00;3860,942193241;3282,066980920;2602,540873396;3244,199834886
17.04.2019 15:00:00;4370,603343046;3644,682936433;2827,824277699;3453,779919171
17.04.2019 16:00:00;4931,266840834;3955,207756369;2775,534778774;3850,254272191
17.04.2019 17:00:00;5167,111851178;4233,445786119;3255,642512725;3799,686229307
17.04.2019 18:00:00;5128,925097202;4213,337163118;3067,177192451;3674,715352460
17.04.2019 19:00:00;4808,905666338;3935,885205803;2966,709745027;3341,852839824
17.04.2019 20:00:00;4552,530191526;3815,257150544;2847,521253165;3153,187558066
17.04.2019 21:00:00;4149,772895163;3506,399145669;2921,690689667;3134,867026299
17.04.2019 22:00:00;3960,884635357;3358,977402538;2848,421263157;3104,090722212
17.04.2019 23:00:00;3770,865777011;3294,802915124;2732,758366716;2803,921403412
18.04.2019 0:00:00;3477,209862322;3004,829686434;2757,739514805;2552,365371411
18.04.2019 1:00:00;2997,958519469;2707,875551220;2624,096952157;2324,945053324
18.04.2019 2:00:00;2624,484343634;2432,584579783;2394,905916605;2138,677286726
18.04.2019 3:00:00;2257,207044890;2176,474746360;2259,965449970;2111,505935087
18.04.2019 4:00:00;2217,545759392;2147,536576682;2099,386726762;2186,371573867
18.04.2019 5:00:00;2330,570944101;2220,993638263;2087,371120913;2249,939004799
18.04.2019 6:00:00;2486,126543026;2324,523073251;2102,348832299;2294,515293050
18.04.2019 7:00:00;2508,152478036;2346,606225725;2161,052854620;2391,708447657
18.04.2019 8:00:00;2649,718238286;2456,956310410;2158,566791034;2418,675241416
18.04.2019 9:00:00;2848,806770018;2594,982518704;2185,289309205;2545,743230496
18.04.2019 10:00:00;2979,466098765;2678,166385942;2245,837809069;2743,678165604
18.04.2019 11:00:00;3221,160366092;2846,573398056;2352,686908538;2711,395790161
18.04.2019 12:00:00;3373,368253097;2975,505634875;2374,596339712;2803,154429361
18.04.2019 13:00:00;3376,445816492;2935,730202098;2468,341819230;3028,271856546
18.04.2019 14:00:00;3693,508523976;3191,098695512;2535,772370839;3240,148852649
18.04.2019 15:00:00;4287,708484799;3558,689476953;2509,509779601;3651,366171223
18.04.2019 16:00:00;4707,137937318;3879,302835535;2747,779348883;3631,834500537
18.04.2019 17:00:00;5190,419465738;4194,059395137;3235,303195986;3709,109882656
18.04.2019 18:00:00;5082,188037122;4089,424527343;3408,330471552;3496,290716424
18.04.2019 19:00:00;4840,526708796;4012,259474795;3188,527119750;3401,322976988
18.04.2019 20:00:00;4575,803427493;3731,387365377;3049,796903210;3166,369918316
18.04.2019 21:00:00;4145,619208563;3524,070024078;2868,401592583;3083,505138340
18.04.2019 22:00:00;773,241485512;666,099426458;565,640732017;586,720265495
18.04.2019 23:00:00;3730,145454565;3216,516298218;2849,662909399;2756,991913579
19.04.2019 0:00:00;3355,186467141;2957,329958862;2581,598488778;2587,542823368
19.04.2019 1:00:00;2959,770806024;2639,931180952;2603,016499250;2352,794531503
19.04.2019 2:00:00;2582,090637690;2404,290329602;2266,799531685;2148,581807500
19.04.2019 3:00:00;2260,294453171;2180,253207647;2240,102856410;2131,803626858
19.04.2019 4:00:00;2223,111796336;2159,051291864;2085,658532203;2160,417661937
19.04.2019 5:00:00;2317,177343210;2221,798993641;2103,580364109;2236,246214247
19.04.2019 6:00:00;2403,525563711;2287,118924555;2123,483050998;2283,310240062
19.04.2019 7:00:00;2482,642540253;2330,295689130;2141,151960264;2285,586302134
19.04.2019 8:00:00;2577,812518637;2375,552380441;2177,336458689;2392,301869254
19.04.2019 9:00:00;2765,918197051;2516,986815925;2202,463610587;2596,594263198
19.04.2019 10:00:00;2993,725122830;2674,542576906;2223,083850982;2751,039308757
19.04.2019 11:00:00;3257,073817262;2818,573011018;2407,280717191;2806,565866075
19.04.2019 12:00:00;3409,341887414;2926,687145769;2439,621582593;2841,601507707
19.04.2019 13:00:00;3590,323837858;3112,547881010;2483,744687343;2860,681101207
19.04.2019 14:00:00;3703,580259330;3137,803438394;2650,783331049;3332,205303613
19.04.2019 15:00:00;4300,714831422;3517,243923328;2761,000561004;3578,518854625
19.04.2019 16:00:00;4757,312675533;3882,036813041;2689,707842950;3575,179737959
19.04.2019 17:00:00;5038,561588890;4001,199057655;2867,395394567;3557,502143525
19.04.2019 18:00:00;4992,191878320;4002,050298640;3027,716962222;3401,017600973
19.04.2019 19:00:00;4531,925416053;3790,949289119;2947,858520816;3144,533241658
19.04.2019 20:00:00;4168,599923183;3472,259347830;2981,279373027;3196,303364199
19.04.2019 21:00:00;3964,289519112;3370,866031345;2952,475816565;3102,264960960
19.04.2019 22:00:00;3837,399063044;3246,786701844;2704,011657018;2937,126425315
19.04.2019 23:00:00;3715,319597818;3186,170451616;2682,608126566;2799,125687755
20.04.2019 0:00:00;3493,681415381;3064,476177932;2747,593554427;2734,625124475
20.04.2019 1:00:00;3354,964361926;2927,676138676;2418,718082831;2474,779813189
20.04.2019 2:00:00;2962,045631991;2687,335574884;2507,145325264;2340,233767140
20.04.2019 3:00:00;2647,430257988;2439,245745158;2381,349363013;2259,824149575
20.04.2019 4:00:00;2431,857976139;2302,705849276;2280,198474866;2269,384453829
20.04.2019 5:00:00;2454,767912268;2318,531100289;2184,905439811;2412,840460186
20.04.2019 6:00:00;2691,824331919;2465,087787195;2152,453550150;2457,089281001
20.04.2019 7:00:00;2827,043515108;2584,701946496;2247,935622043;2611,807427488
20.04.2019 8:00:00;3010,800808612;2704,352189990;2278,080962416;2787,479506475
